Uuid,Status,Additional data,Characteristic,Path,K1 Measured value,K2 Comment,K3 Order,K4 Time/Date,K5 Event,K8 Operator,K9 Text,K12 CMM Type,K14 Part ident,K53 Order number,K96 Approval,K10020 Run,K10030 Software,K10031 Software revision,K10096 Measurement number,K2001 Characteristic number,K2006 Control item,K2008 Group type,K2022 Decimal places,K2073 Dimension of calibration master,K2080 Characteristic status,K2097 Address text,K2098 Address,K2100 Target value,K2101 Nominal value,K2110 Lower limit,K2111 Upper limit,K2112 Lower allowance,K2113 Upper allowance,K2120 Lower limit type,K2121 Upper limit type,K2142 Unit,K2201 Process variation,K2342 Module,K2404 Gage resolution,K2504 Change status,K2520 Reference system,K2540 Direction X,K2541 Direction Y,K2542 Direction Z,K2543 Position X,K2544 Position Y,K2545 Position Z,K8014 Lower warning limit,K8015 Upper warning limit,K12009 Characteristic Specification,K12010 Characteristic type
"ff681a53-2187-4225-b1bf-3cf09b1a14ee|f172f06d-5ccc-472e-b19c-a124cff50501","3","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.8075513757547",,"3",5/20/2021 12:31:56 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","1","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"ff681a53-2187-4225-b1bf-3cf09b1a14ee|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","3","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.8853506496901",,"2",5/20/2021 12:31:56 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","1","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"46175f49-2ecc-4325-84b9-93e620cbc78c|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.301407121554664",,"1",5/20/2021 12:24:41 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","3","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"46175f49-2ecc-4325-84b9-93e620cbc78c|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.14544021233537",,"9",5/20/2021 12:24:41 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","3","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"46175f49-2ecc-4325-84b9-93e620cbc78c|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.161434637544258",,"8",5/20/2021 12:24:41 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","3","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"46175f49-2ecc-4325-84b9-93e620cbc78c|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.10955483238708",,"7",5/20/2021 12:24:41 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","3","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"46175f49-2ecc-4325-84b9-93e620cbc78c|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.163072530620109",,"6",5/20/2021 12:24:41 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","3","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"46175f49-2ecc-4325-84b9-93e620cbc78c|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.83909479023172",,"5",5/20/2021 12:24:41 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","3","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"46175f49-2ecc-4325-84b9-93e620cbc78c|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","7.89265259934442",,"4",5/20/2021 12:24:41 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","3","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"46175f49-2ecc-4325-84b9-93e620cbc78c|f172f06d-5ccc-472e-b19c-a124cff50501","1","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.9085273992199",,"3",5/20/2021 12:24:41 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","3","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"46175f49-2ecc-4325-84b9-93e620cbc78c|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","3","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.8666718045355",,"2",5/20/2021 12:24:41 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","3","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"49ecfe8d-abde-4039-9974-02bc93c8ec81|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.302276175892976",,"1",5/20/2021 12:17:52 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","2","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"49ecfe8d-abde-4039-9974-02bc93c8ec81|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.129398213502285",,"9",5/20/2021 12:17:52 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","2","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"49ecfe8d-abde-4039-9974-02bc93c8ec81|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.141411092906083",,"8",5/20/2021 12:17:52 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","2","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"49ecfe8d-abde-4039-9974-02bc93c8ec81|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.121756149678675",,"7",5/20/2021 12:17:52 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","2","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"49ecfe8d-abde-4039-9974-02bc93c8ec81|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.16980291190883",,"6",5/20/2021 12:17:52 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","2","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"49ecfe8d-abde-4039-9974-02bc93c8ec81|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.82810331003316",,"5",5/20/2021 12:17:52 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","2","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"49ecfe8d-abde-4039-9974-02bc93c8ec81|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","7.87642913336306",,"4",5/20/2021 12:17:52 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","2","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"49ecfe8d-abde-4039-9974-02bc93c8ec81|f172f06d-5ccc-472e-b19c-a124cff50501","1","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.902673059765",,"3",5/20/2021 12:17:52 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","2","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"49ecfe8d-abde-4039-9974-02bc93c8ec81|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","3","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.8915167325936",,"2",5/20/2021 12:17:52 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","2","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"68bb7ea6-23af-4737-8ef7-c401b831f8e2|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.301023872227976",,"1",5/20/2021 12:13:10 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","1","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"68bb7ea6-23af-4737-8ef7-c401b831f8e2|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.140502508661558",,"9",5/20/2021 12:13:10 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","1","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"68bb7ea6-23af-4737-8ef7-c401b831f8e2|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.16463499683185",,"8",5/20/2021 12:13:10 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","1","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"68bb7ea6-23af-4737-8ef7-c401b831f8e2|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.101829468078365",,"7",5/20/2021 12:13:10 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","1","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"68bb7ea6-23af-4737-8ef7-c401b831f8e2|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.160860933250046",,"6",5/20/2021 12:13:10 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","1","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"68bb7ea6-23af-4737-8ef7-c401b831f8e2|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.82130314251122",,"5",5/20/2021 12:13:10 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","1","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"68bb7ea6-23af-4737-8ef7-c401b831f8e2|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","7.8769935084982",,"4",5/20/2021 12:13:10 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","1","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"68bb7ea6-23af-4737-8ef7-c401b831f8e2|f172f06d-5ccc-472e-b19c-a124cff50501","1","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.9195201237413",,"3",5/20/2021 12:13:10 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","1","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"68bb7ea6-23af-4737-8ef7-c401b831f8e2|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","3","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.8796960763569",,"2",5/20/2021 12:13:10 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Prusa_3",,"All Characteristics","CALYPSO","6.6.1601","1","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"24ceae7b-989c-419c-b0a5-1b38887e4a07|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.360948332000069",,"1",5/20/2021 12:07:58 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","3","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"24ceae7b-989c-419c-b0a5-1b38887e4a07|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.121713396185483",,"9",5/20/2021 12:07:58 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","3","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"24ceae7b-989c-419c-b0a5-1b38887e4a07|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.1638567897119",,"8",5/20/2021 12:07:58 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","3","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"24ceae7b-989c-419c-b0a5-1b38887e4a07|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.129832337145866",,"7",5/20/2021 12:07:58 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","3","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"24ceae7b-989c-419c-b0a5-1b38887e4a07|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.172214288718006",,"6",5/20/2021 12:07:58 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","3","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"24ceae7b-989c-419c-b0a5-1b38887e4a07|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.83491729123915",,"5",5/20/2021 12:07:58 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","3","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"24ceae7b-989c-419c-b0a5-1b38887e4a07|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","7.86351393914385",,"4",5/20/2021 12:07:58 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","3","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"24ceae7b-989c-419c-b0a5-1b38887e4a07|f172f06d-5ccc-472e-b19c-a124cff50501","1","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.9560904875923",,"3",5/20/2021 12:07:58 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","3","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"24ceae7b-989c-419c-b0a5-1b38887e4a07|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","1","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.9286303470693",,"2",5/20/2021 12:07:58 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","3","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"534b8d9b-a7d8-4fc6-95a7-39a2ca8d4bbd|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.367109166570088",,"1",5/20/2021 12:02:54 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Prusa_2",,"All Characteristics","CALYPSO","6.6.1601","2","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
