Uuid,Status,Additional data,Characteristic,Path,K1 Measured value,K2 Comment,K3 Order,K4 Time/Date,K5 Event,K8 Operator,K9 Text,K12 CMM Type,K14 Part ident,K53 Order number,K96 Approval,K10020 Run,K10030 Software,K10031 Software revision,K10096 Measurement number,K2001 Characteristic number,K2006 Control item,K2008 Group type,K2022 Decimal places,K2073 Dimension of calibration master,K2080 Characteristic status,K2097 Address text,K2098 Address,K2100 Target value,K2101 Nominal value,K2110 Lower limit,K2111 Upper limit,K2112 Lower allowance,K2113 Upper allowance,K2120 Lower limit type,K2121 Upper limit type,K2142 Unit,K2201 Process variation,K2342 Module,K2404 Gage resolution,K2504 Change status,K2520 Reference system,K2540 Direction X,K2541 Direction Y,K2542 Direction Z,K2543 Position X,K2544 Position Y,K2545 Position Z,K8014 Lower warning limit,K8015 Upper warning limit,K12009 Characteristic Specification,K12010 Characteristic type
"785daa8f-b972-419c-82ce-725b28ce73e4|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.231608742392705",,"1",5/20/2021 1:21:15 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","3","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"785daa8f-b972-419c-82ce-725b28ce73e4|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.146406995565407",,"9",5/20/2021 1:21:15 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","3","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"785daa8f-b972-419c-82ce-725b28ce73e4|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.202018787051382",,"8",5/20/2021 1:21:15 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","3","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"785daa8f-b972-419c-82ce-725b28ce73e4|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.146029702632663",,"7",5/20/2021 1:21:15 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","3","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"785daa8f-b972-419c-82ce-725b28ce73e4|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.21426544570104",,"6",5/20/2021 1:21:15 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","3","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"785daa8f-b972-419c-82ce-725b28ce73e4|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.92501116844334",,"5",5/20/2021 1:21:15 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","3","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"785daa8f-b972-419c-82ce-725b28ce73e4|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","8.13493007430676",,"4",5/20/2021 1:21:15 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","3","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"785daa8f-b972-419c-82ce-725b28ce73e4|f172f06d-5ccc-472e-b19c-a124cff50501","3","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.8447499125045",,"3",5/20/2021 1:21:15 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","3","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"785daa8f-b972-419c-82ce-725b28ce73e4|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","1","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.9110660908911",,"2",5/20/2021 1:21:15 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","3","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"d2100c92-d552-41b8-84d0-5089e494bfea|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.22339580597384",,"1",5/20/2021 1:16:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","2","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"d2100c92-d552-41b8-84d0-5089e494bfea|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.150350597219076",,"9",5/20/2021 1:16:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","2","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"d2100c92-d552-41b8-84d0-5089e494bfea|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.201307224219125",,"8",5/20/2021 1:16:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","2","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"d2100c92-d552-41b8-84d0-5089e494bfea|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.145623443952287",,"7",5/20/2021 1:16:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","2","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"d2100c92-d552-41b8-84d0-5089e494bfea|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.223413901219804",,"6",5/20/2021 1:16:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","2","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"d2100c92-d552-41b8-84d0-5089e494bfea|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.92731962526995",,"5",5/20/2021 1:16:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","2","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"d2100c92-d552-41b8-84d0-5089e494bfea|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","8.13850199779407",,"4",5/20/2021 1:16:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","2","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"d2100c92-d552-41b8-84d0-5089e494bfea|f172f06d-5ccc-472e-b19c-a124cff50501","3","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.8434768213345",,"3",5/20/2021 1:16:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","2","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"d2100c92-d552-41b8-84d0-5089e494bfea|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","1","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.9007165226841",,"2",5/20/2021 1:16:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","2","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"b8cf12fd-4e85-43c1-9243-0b11ab652923|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.225713859146768",,"1",5/20/2021 1:11:18 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","1","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"b8cf12fd-4e85-43c1-9243-0b11ab652923|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.150694696346917",,"9",5/20/2021 1:11:18 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","1","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"b8cf12fd-4e85-43c1-9243-0b11ab652923|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.201961485029583",,"8",5/20/2021 1:11:18 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","1","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"b8cf12fd-4e85-43c1-9243-0b11ab652923|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.146159074679208",,"7",5/20/2021 1:11:18 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","1","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"b8cf12fd-4e85-43c1-9243-0b11ab652923|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.22484730666911",,"6",5/20/2021 1:11:18 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","1","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"b8cf12fd-4e85-43c1-9243-0b11ab652923|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.9276829845936",,"5",5/20/2021 1:11:18 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","1","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"b8cf12fd-4e85-43c1-9243-0b11ab652923|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","8.13855953423254",,"4",5/20/2021 1:11:18 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","1","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"b8cf12fd-4e85-43c1-9243-0b11ab652923|f172f06d-5ccc-472e-b19c-a124cff50501","3","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.8431059841706",,"3",5/20/2021 1:11:18 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","1","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"b8cf12fd-4e85-43c1-9243-0b11ab652923|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","1","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.9001060367131",,"2",5/20/2021 1:11:18 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_3",,"All Characteristics","CALYPSO","6.6.1601","1","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"15639492-fda2-4629-9ad8-71510ac1271a|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.219543000638761",,"1",5/20/2021 1:05:57 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","3","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"15639492-fda2-4629-9ad8-71510ac1271a|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.159216701896427",,"9",5/20/2021 1:05:57 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","3","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"15639492-fda2-4629-9ad8-71510ac1271a|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.18620563070172",,"8",5/20/2021 1:05:57 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","3","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"15639492-fda2-4629-9ad8-71510ac1271a|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.138625925790558",,"7",5/20/2021 1:05:57 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","3","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"15639492-fda2-4629-9ad8-71510ac1271a|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.21507905193892",,"6",5/20/2021 1:05:57 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","3","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"15639492-fda2-4629-9ad8-71510ac1271a|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.9281975128274",,"5",5/20/2021 1:05:57 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","3","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"15639492-fda2-4629-9ad8-71510ac1271a|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","8.12887855272132",,"4",5/20/2021 1:05:57 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","3","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"15639492-fda2-4629-9ad8-71510ac1271a|f172f06d-5ccc-472e-b19c-a124cff50501","3","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.8496150883472",,"3",5/20/2021 1:05:57 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","3","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"15639492-fda2-4629-9ad8-71510ac1271a|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","1","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.907726859344",,"2",5/20/2021 1:05:57 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","3","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"4a3a743f-ebca-480c-b9ed-442836cb5c80|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.227239736923048",,"1",5/20/2021 12:53:06 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","2","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"4a3a743f-ebca-480c-b9ed-442836cb5c80|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.157598386683377",,"9",5/20/2021 12:53:06 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","2","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"4a3a743f-ebca-480c-b9ed-442836cb5c80|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.186407079298502",,"8",5/20/2021 12:53:06 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","2","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"4a3a743f-ebca-480c-b9ed-442836cb5c80|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.142015859819625",,"7",5/20/2021 12:53:06 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","2","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
