Hot_end_temperature,Machine_state,Date,Current_layer,Total_Layers,Printed_Object,User,Time_left,Plastic_material,timetime,timeperf_counter,Part
275,Printing,2021-05-10 09:35:28,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.14841246604919434,0.14883290000000216,3
275,Printing,2021-05-10 09:35:30,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.15386343002319336,0.15411249999999654,3
275,Printing,2021-05-10 09:35:31,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.17505264282226562,0.1750796999999693,3
275,Printing,2021-05-10 09:35:32,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.21615242958068848,0.21599109999999655,3
275,Printing,2021-05-10 09:35:33,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.16954588890075684,0.16915420000009362,3
275,Printing,2021-05-10 09:35:34,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.22414708137512207,0.22350299999993695,3
275,Printing,2021-05-10 09:35:36,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.14308714866638184,0.14377590000003693,3
275,Printing,2021-05-10 09:35:37,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.17325854301452637,0.17360069999995176,3
275,Printing,2021-05-10 09:35:38,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.2857091426849365,0.28587720000007266,3
274,Printing,2021-05-10 09:35:39,1,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,201.0,Onyx,0.1287400722503662,0.1284666000000243,3
